direction,level_type,entry_date,exit_date,entry_price,exit_price,tp_price,sl_price,size,pnl_gross,cost,pnl_net,bars_held,exit_reason
SHORT,support,2021-06-25 14:30:00,2021-06-25 16:15:00,32679.79,32026.19,32026.19,33006.59,0.076205,49.81,4.93,44.88,7,take_profit
SHORT,support,2021-06-25 16:15:00,2021-06-25 19:15:00,31978.48,32298.26,31338.91,32298.26,0.078227,-25.02,5.03,-30.04,12,stop_loss
SHORT,support,2021-06-25 21:15:00,2021-06-25 21:30:00,31813.3,32131.43,31177.03,32131.43,0.078397,-24.94,5.01,-29.95,1,stop_loss
SHORT,support,2021-06-25 22:30:00,2021-06-25 23:30:00,31580.77,31896.58,30949.15,31896.58,0.078737,-24.87,5.0,-29.86,4,stop_loss
SHORT,support,2021-06-25 23:30:00,2021-06-26 00:30:00,31861.6,32180.22,31224.37,32180.22,0.077809,-24.79,4.98,-29.77,4,stop_loss
SHORT,support,2021-06-26 07:00:00,2021-06-26 07:45:00,31303.92,30677.84,30677.84,31616.96,0.078957,49.43,4.89,44.54,3,take_profit
SHORT,support,2021-06-26 07:45:00,2021-06-26 09:30:00,30720.37,31027.57,30105.96,31027.57,0.08082,-24.83,4.99,-29.82,7,stop_loss
LONG,resistance,2021-06-27 01:15:00,2021-06-27 09:30:00,32900.0,32571.0,33558.0,32571.0,0.075239,-24.75,4.93,-29.68,33,stop_loss
LONG,resistance,2021-06-27 12:30:00,2021-06-27 13:45:00,33392.56,33058.63,34060.41,33058.63,0.073907,-24.68,4.91,-29.59,5,stop_loss
LONG,resistance,2021-06-27 22:00:00,2021-06-27 22:45:00,33698.54,34372.51,34372.51,33361.55,0.073016,49.21,4.97,44.24,3,take_profit
LONG,resistance,2021-06-27 22:45:00,2021-06-28 07:30:00,34406.39,35094.52,35094.52,34062.33,0.071835,49.43,4.99,44.44,35,take_profit
LONG,resistance,2021-06-28 07:30:00,2021-06-28 08:15:00,35140.47,34789.07,35843.28,34789.07,0.070651,-24.83,4.94,-29.77,3,stop_loss
LONG,resistance,2021-06-28 08:15:00,2021-06-28 09:45:00,34796.42,34448.46,35492.35,34448.46,0.071136,-24.75,4.93,-29.68,6,stop_loss
LONG,resistance,2021-06-29 06:45:00,2021-06-29 07:45:00,35332.62,34979.29,36039.27,34979.29,0.069846,-24.68,4.91,-29.59,4,stop_loss
LONG,resistance,2021-06-29 10:30:00,2021-06-29 13:15:00,35555.24,36266.34,36266.34,35199.69,0.069201,49.21,4.97,44.24,11,take_profit
LONG,resistance,2021-06-29 13:15:00,2021-06-29 15:30:00,36350.59,35987.08,37077.6,35987.08,0.067991,-24.72,4.92,-29.63,9,stop_loss
LONG,resistance,2021-06-29 16:15:00,2021-06-29 22:15:00,36320.14,35956.94,37046.54,35956.94,0.067844,-24.64,4.9,-29.54,24,stop_loss
SHORT,support,2021-06-30 08:45:00,2021-06-30 11:45:00,34591.32,34937.23,33899.49,34937.23,0.071021,-24.57,4.94,-29.51,12,stop_loss
SHORT,support,2021-06-30 13:00:00,2021-06-30 18:30:00,34500.0,34845.0,33810.0,34845.0,0.070995,-24.49,4.92,-29.42,22,stop_loss
SHORT,support,2021-07-01 04:00:00,2021-07-01 06:45:00,34206.22,33522.1,33522.1,34548.28,0.07139,48.84,4.84,44.0,11,take_profit
SHORT,support,2021-07-01 06:45:00,2021-07-01 12:30:00,33511.24,33846.35,32841.02,33846.35,0.073199,-24.53,4.93,-29.46,23,stop_loss
SHORT,support,2021-07-01 14:30:00,2021-07-01 15:00:00,33123.06,33454.29,32460.6,33454.29,0.073834,-24.46,4.92,-29.37,2,stop_loss
SHORT,support,2021-07-01 19:15:00,2021-07-01 20:00:00,32977.01,33306.78,32317.47,33306.78,0.073939,-24.38,4.9,-29.28,3,stop_loss
SHORT,support,2021-07-02 03:15:00,2021-07-02 05:00:00,32884.39,33213.23,32226.7,33213.23,0.073924,-24.31,4.89,-29.2,7,stop_loss
SHORT,support,2021-07-02 05:45:00,2021-07-02 07:30:00,32855.24,33183.79,32198.14,33183.79,0.073768,-24.24,4.87,-29.11,7,stop_loss
LONG,resistance,2021-07-03 00:00:00,2021-07-03 03:45:00,33665.01,33328.36,34338.31,33328.36,0.071777,-24.16,4.81,-28.97,15,stop_loss
LONG,resistance,2021-07-03 07:15:00,2021-07-03 07:45:00,33935.42,34614.13,34614.13,33596.07,0.070992,48.18,4.87,43.32,2,take_profit
LONG,resistance,2021-07-03 07:45:00,2021-07-04 05:45:00,34499.54,35189.53,35189.53,34154.54,0.070145,48.4,4.89,43.51,88,take_profit
LONG,resistance,2021-07-04 05:45:00,2021-07-04 21:45:00,35205.94,35910.06,35910.06,34853.88,0.069046,48.62,4.91,43.71,64,take_profit
LONG,resistance,2021-07-04 21:45:00,2021-07-04 22:45:00,35899.23,35540.24,36617.21,35540.24,0.068017,-24.42,4.86,-29.28,4,stop_loss
SHORT,support,2021-07-05 02:15:00,2021-07-05 11:15:00,34430.01,33741.41,33741.41,34774.31,0.070707,48.69,4.82,43.87,36,take_profit
SHORT,support,2021-07-05 11:15:00,2021-07-05 18:15:00,33763.37,34101.0,33088.1,34101.0,0.072428,-24.45,4.92,-29.37,28,stop_loss
LONG,resistance,2021-07-06 04:00:00,2021-07-06 09:15:00,34506.43,34161.37,35196.56,34161.37,0.070656,-24.38,4.85,-29.23,21,stop_loss
LONG,resistance,2021-07-07 11:00:00,2021-07-07 15:30:00,34854.02,34505.48,35551.1,34505.48,0.069741,-24.31,4.84,-29.14,18,stop_loss
SHORT,support,2021-07-07 23:00:00,2021-07-08 00:30:00,33920.4,33241.99,33241.99,34259.6,0.071446,48.47,4.8,43.67,6,take_profit
SHORT,support,2021-07-08 00:30:00,2021-07-08 07:30:00,33242.97,32578.11,32578.11,33575.4,0.07323,48.69,4.82,43.87,28,take_profit
SHORT,support,2021-07-08 07:30:00,2021-07-08 12:30:00,32568.28,32893.96,31916.91,32893.96,0.075084,-24.45,4.92,-29.37,20,stop_loss
LONG,resistance,2021-07-09 13:00:00,2021-07-09 21:30:00,33220.0,33884.4,33884.4,32887.8,0.07339,48.76,4.92,43.84,34,take_profit
LONG,resistance,2021-07-09 21:30:00,2021-07-10 05:00:00,33948.38,33608.9,34627.35,33608.9,0.072138,-24.49,4.87,-29.36,30,stop_loss
SHORT,support,2021-07-10 17:15:00,2021-07-11 00:15:00,33440.17,33774.57,32771.37,33774.57,0.073015,-24.42,4.91,-29.32,28,stop_loss
LONG,resistance,2021-07-11 21:15:00,2021-07-12 10:00:00,34130.0,33788.7,34812.6,33788.7,0.071325,-24.34,4.84,-29.19,51,stop_loss
SHORT,support,2021-07-12 10:45:00,2021-07-12 16:30:00,33775.15,33099.65,33099.65,34112.9,0.071858,48.54,4.81,43.73,23,take_profit
SHORT,support,2021-07-12 16:30:00,2021-07-13 12:30:00,33133.73,32471.06,32471.06,33465.07,0.073579,48.76,4.83,43.93,80,take_profit
SHORT,support,2021-07-13 12:30:00,2021-07-13 15:45:00,32505.64,32830.7,31855.53,32830.7,0.075339,-24.49,4.92,-29.41,13,stop_loss
SHORT,support,2021-07-13 19:15:00,2021-07-13 21:00:00,32320.65,32643.86,31674.24,32643.86,0.075542,-24.42,4.91,-29.32,7,stop_loss
SHORT,support,2021-07-14 01:00:00,2021-07-14 09:00:00,32263.42,31618.15,31618.15,32586.05,0.075449,48.68,4.82,43.87,32,take_profit
SHORT,support,2021-07-14 09:00:00,2021-07-14 10:15:00,32209.01,32531.1,31564.83,32531.1,0.075917,-24.45,4.91,-29.37,5,stop_loss
LONG,resistance,2021-07-14 13:15:00,2021-07-15 06:30:00,32721.69,32394.47,33376.12,32394.47,0.074503,-24.38,4.85,-29.23,69,stop_loss
SHORT,support,2021-07-15 10:15:00,2021-07-15 13:15:00,32174.02,31530.54,31530.54,32495.76,0.075544,48.61,4.81,43.8,12,take_profit
SHORT,support,2021-07-15 13:15:00,2021-07-16 11:30:00,31758.29,31123.12,31123.12,32075.87,0.076878,48.83,4.83,44.0,89,take_profit
SHORT,support,2021-07-16 11:30:00,2021-07-16 12:15:00,31071.78,31382.5,30450.34,31382.5,0.07893,-24.53,4.93,-29.45,3,stop_loss
LONG,resistance,2021-07-16 15:00:00,2021-07-16 22:45:00,31862.1,31543.48,32499.34,31543.48,0.076742,-24.45,4.87,-29.32,31,stop_loss
LONG,resistance,2021-07-18 00:45:00,2021-07-18 08:00:00,31975.13,31655.38,32614.63,31655.38,0.076241,-24.38,4.85,-29.23,29,stop_loss
SHORT,support,2021-07-18 14:30:00,2021-07-18 17:45:00,31309.55,31622.65,30683.36,31622.65,0.077628,-24.31,4.89,-29.19,13,stop_loss
SHORT,support,2021-07-19 11:00:00,2021-07-19 12:30:00,31440.25,30811.44,30811.44,31754.65,0.077074,48.46,4.8,43.67,6,take_profit
SHORT,support,2021-07-19 12:30:00,2021-07-20 02:45:00,30824.53,30208.04,30208.04,31132.78,0.078967,48.68,4.82,43.86,57,take_profit
SHORT,support,2021-07-20 02:45:00,2021-07-20 03:15:00,30182.93,29579.27,29579.27,30484.76,0.081009,48.9,4.84,44.06,2,take_profit
SHORT,support,2021-07-20 03:15:00,2021-07-20 15:30:00,29648.62,29945.11,29055.65,29945.11,0.082841,-24.56,4.94,-29.5,49,stop_loss
LONG,resistance,2021-07-21 04:15:00,2021-07-21 09:45:00,30666.32,31279.65,31279.65,30359.66,0.079851,48.97,4.95,44.03,22,take_profit
LONG,resistance,2021-07-21 09:45:00,2021-07-21 15:30:00,31314.2,31940.48,31940.48,31001.06,0.07855,49.19,4.97,44.23,23,take_profit
LONG,resistance,2021-07-21 15:30:00,2021-07-21 18:00:00,31813.25,32449.52,32449.52,31495.12,0.077666,49.42,4.99,44.42,10,take_profit
LONG,resistance,2021-07-21 18:00:00,2021-07-21 18:15:00,32735.91,32408.55,33390.63,32408.55,0.075816,-24.82,4.94,-29.76,1,stop_loss
LONG,resistance,2021-07-21 18:15:00,2021-07-21 18:45:00,32179.99,31858.19,32823.59,31858.19,0.076895,-24.74,4.92,-29.67,2,stop_loss
LONG,resistance,2021-07-23 01:30:00,2021-07-23 08:15:00,32657.0,32330.43,33310.14,32330.43,0.075544,-24.67,4.91,-29.58,27,stop_loss
SHORT,support,2021-07-23 16:15:00,2021-07-23 20:00:00,32115.26,32436.41,31472.95,32436.41,0.076588,-24.6,4.94,-29.54,15,stop_loss
LONG,resistance,2021-07-23 22:30:00,2021-07-24 04:45:00,33131.53,33794.16,33794.16,32800.21,0.074016,49.05,4.95,44.09,25,take_profit
LONG,resistance,2021-07-24 04:45:00,2021-07-24 16:45:00,33687.58,34361.33,34361.33,33350.7,0.073122,49.27,4.98,44.29,48,take_profit
LONG,resistance,2021-07-24 16:45:00,2021-07-24 19:15:00,34423.48,34079.25,35111.95,34079.25,0.07188,-24.74,4.92,-29.67,10,stop_loss
LONG,resistance,2021-07-25 00:15:00,2021-07-25 01:45:00,34199.98,33857.98,34883.98,33857.98,0.072133,-24.67,4.91,-29.58,6,stop_loss
LONG,resistance,2021-07-25 04:30:00,2021-07-25 13:15:00,34420.56,34076.35,35108.97,34076.35,0.071456,-24.6,4.89,-29.49,35,stop_loss
LONG,resistance,2021-07-25 23:00:00,2021-07-25 23:45:00,34652.56,35345.61,35345.61,34306.03,0.070765,49.04,4.95,44.09,3,take_profit
LONG,resistance,2021-07-25 23:45:00,2021-07-26 00:45:00,35381.02,36088.64,36088.64,35027.21,0.069619,49.26,4.98,44.29,4,take_profit
LONG,resistance,2021-07-26 00:45:00,2021-07-26 01:00:00,36767.47,37502.82,37502.82,36399.8,0.067295,49.49,5.0,44.49,1,take_profit
LONG,resistance,2021-07-26 01:00:00,2021-07-26 01:15:00,37997.57,37617.59,38757.52,37617.59,0.065409,-24.85,4.95,-29.8,1,stop_loss
LONG,resistance,2021-07-26 01:15:00,2021-07-26 01:30:00,37961.88,38721.12,38721.12,37582.26,0.065275,49.56,5.01,44.55,1,take_profit
LONG,resistance,2021-07-26 01:30:00,2021-07-26 01:45:00,38575.33,38189.58,39346.84,38189.58,0.064525,-24.89,4.95,-29.84,1,stop_loss
LONG,resistance,2021-07-26 01:45:00,2021-07-26 02:00:00,38313.4,37930.27,39079.67,37930.27,0.064772,-24.82,4.94,-29.75,1,stop_loss
LONG,resistance,2021-07-26 18:30:00,2021-07-26 19:45:00,39772.04,39374.32,40567.48,39374.32,0.062209,-24.74,4.92,-29.67,5,stop_loss
SHORT,support,2021-07-27 02:00:00,2021-07-27 08:15:00,36994.55,37364.5,36254.66,37364.5,0.066679,-24.67,4.96,-29.63,25,stop_loss
LONG,resistance,2021-07-27 22:30:00,2021-07-28 01:45:00,38987.0,39766.74,39766.74,38597.13,0.063082,49.19,4.97,44.22,13,take_profit
LONG,resistance,2021-07-28 01:45:00,2021-07-28 03:00:00,39878.75,39479.96,40676.32,39479.96,0.061948,-24.7,4.92,-29.62,5,stop_loss
LONG,resistance,2021-07-28 03:30:00,2021-07-28 06:30:00,39860.67,39462.06,40657.88,39462.06,0.061791,-24.63,4.9,-29.53,12,stop_loss
LONG,resistance,2021-07-28 10:15:00,2021-07-28 12:45:00,40119.1,39717.91,40921.48,39717.91,0.061208,-24.56,4.89,-29.44,10,stop_loss
SHORT,support,2021-07-30 08:30:00,2021-07-30 19:15:00,38981.39,39371.2,38201.76,39371.2,0.062806,-24.48,4.92,-29.4,43,stop_loss
LONG,resistance,2021-07-30 20:45:00,2021-07-30 21:30:00,40668.56,41481.93,41481.93,40261.87,0.06002,48.82,4.93,43.89,3,take_profit
LONG,resistance,2021-07-30 21:30:00,2021-07-30 21:45:00,41370.03,40956.33,42197.43,40956.33,0.059267,-24.52,4.88,-29.4,1,stop_loss
LONG,resistance,2021-07-30 23:00:00,2021-07-31 00:00:00,41544.16,42375.04,42375.04,41128.72,0.058842,48.89,4.94,43.95,4,take_profit
LONG,resistance,2021-07-31 00:00:00,2021-07-31 04:00:00,42036.55,41616.18,42877.28,41616.18,0.058414,-24.56,4.89,-29.44,16,stop_loss
LONG,resistance,2021-08-01 03:15:00,2021-08-01 05:00:00,42257.11,41834.54,43102.25,41834.54,0.057935,-24.48,4.87,-29.35,7,stop_loss
SHORT,support,2021-08-01 16:00:00,2021-08-01 22:30:00,41137.62,40314.87,40314.87,41549.0,0.059333,48.82,4.83,43.98,26,take_profit
SHORT,support,2021-08-01 22:30:00,2021-08-02 01:00:00,40220.02,39415.62,39415.62,40622.22,0.06096,49.04,4.85,44.18,10,take_profit
SHORT,support,2021-08-02 01:00:00,2021-08-02 06:30:00,39648.63,40045.12,38855.66,40045.12,0.062117,-24.63,4.95,-29.58,22,stop_loss
SHORT,support,2021-08-02 09:00:00,2021-08-02 16:15:00,39544.81,39940.26,38753.91,39940.26,0.062093,-24.55,4.94,-29.49,29,stop_loss
SHORT,support,2021-08-02 20:00:00,2021-08-02 21:30:00,38869.92,39258.62,38092.52,39258.62,0.062982,-24.48,4.92,-29.4,6,stop_loss
SHORT,support,2021-08-03 00:00:00,2021-08-03 00:15:00,38892.04,39280.96,38114.2,39280.96,0.062757,-24.41,4.91,-29.31,1,stop_loss
SHORT,support,2021-08-03 02:00:00,2021-08-03 04:45:00,39000.29,38220.28,38220.28,39390.29,0.062395,48.67,4.82,43.85,11,take_profit
SHORT,support,2021-08-03 04:45:00,2021-08-03 10:30:00,38328.01,38711.29,37561.45,38711.29,0.063775,-24.44,4.91,-29.36,23,stop_loss
SHORT,support,2021-08-03 12:00:00,2021-08-03 18:00:00,38415.7,37647.39,37647.39,38799.86,0.063439,48.74,4.83,43.92,24,take_profit
SHORT,support,2021-08-03 18:00:00,2021-08-03 21:30:00,37959.82,38339.42,37200.62,38339.42,0.06449,-24.48,4.92,-29.4,14,stop_loss
SHORT,support,2021-08-04 07:15:00,2021-08-04 11:00:00,37796.59,38174.56,37040.66,38174.56,0.064574,-24.41,4.91,-29.31,15,stop_loss
LONG,resistance,2021-08-04 12:45:00,2021-08-04 18:00:00,38860.28,39637.49,39637.49,38471.68,0.062618,48.67,4.92,43.75,21,take_profit
LONG,resistance,2021-08-04 18:00:00,2021-08-05 01:15:00,39659.59,39262.99,40452.78,39262.99,0.061632,-24.44,4.86,-29.31,29,stop_loss
SHORT,support,2021-08-05 12:00:00,2021-08-05 14:00:00,38020.02,38400.22,37259.62,38400.22,0.064097,-24.37,4.9,-29.27,8,stop_loss
LONG,resistance,2021-08-05 17:00:00,2021-08-05 18:15:00,39982.05,40781.69,40781.69,39582.23,0.060768,48.59,4.91,43.68,5,take_profit
LONG,resistance,2021-08-05 18:15:00,2021-08-06 00:45:00,40757.89,40350.31,41573.05,40350.31,0.05988,-24.41,4.86,-29.26,26,stop_loss
LONG,resistance,2021-08-06 15:15:00,2021-08-06 16:00:00,41688.5,42522.27,42522.27,41271.62,0.058367,48.66,4.92,43.75,3,take_profit
LONG,resistance,2021-08-06 16:00:00,2021-08-06 16:45:00,42724.94,42297.69,43579.44,42297.69,0.057207,-24.44,4.86,-29.31,3,stop_loss
LONG,resistance,2021-08-06 16:45:00,2021-08-06 17:45:00,42519.92,43370.32,43370.32,42094.72,0.057311,48.74,4.92,43.81,4,take_profit
LONG,resistance,2021-08-06 17:45:00,2021-08-06 20:15:00,42900.01,42471.01,43758.01,42471.01,0.057059,-24.48,4.87,-29.35,10,stop_loss
LONG,resistance,2021-08-07 01:45:00,2021-08-07 12:00:00,43170.01,44033.41,44033.41,42738.31,0.056532,48.81,4.93,43.88,41,take_profit
LONG,resistance,2021-08-07 12:00:00,2021-08-07 12:30:00,44353.78,43910.24,45240.86,43910.24,0.05527,-24.51,4.88,-29.39,2,stop_loss
LONG,resistance,2021-08-07 12:30:00,2021-08-07 12:45:00,43841.4,43402.99,44718.23,43402.99,0.055749,-24.44,4.86,-29.3,1,stop_loss
LONG,resistance,2021-08-07 23:30:00,2021-08-08 01:30:00,44410.55,43966.44,45298.76,43966.44,0.054869,-24.37,4.85,-29.22,8,stop_loss
LONG,resistance,2021-08-08 05:30:00,2021-08-08 10:15:00,44686.04,44239.18,45579.76,44239.18,0.054367,-24.29,4.83,-29.13,19,stop_loss
SHORT,support,2021-08-08 19:00:00,2021-08-08 19:15:00,43337.42,43770.79,42470.67,43770.79,0.055891,-24.22,4.87,-29.09,1,stop_loss
SHORT,support,2021-08-08 19:15:00,2021-08-08 20:15:00,43778.24,44216.02,42902.68,44216.02,0.055162,-24.15,4.85,-29.0,4,stop_loss
SHORT,support,2021-08-09 00:00:00,2021-08-09 07:45:00,43331.1,43764.41,42464.48,43764.41,0.055564,-24.08,4.84,-28.92,31,stop_loss
LONG,resistance,2021-08-09 10:00:00,2021-08-09 11:45:00,45062.37,45963.62,45963.62,44611.75,0.053269,48.01,4.85,43.16,7,take_profit
LONG,resistance,2021-08-09 11:45:00,2021-08-09 13:45:00,45930.01,45470.71,46848.61,45470.71,0.052498,-24.11,4.8,-28.91,8,stop_loss
LONG,resistance,2021-08-09 14:00:00,2021-08-09 14:45:00,45961.86,45502.24,46881.1,45502.24,0.052304,-24.04,4.78,-28.82,3,stop_loss
LONG,resistance,2021-08-09 18:30:00,2021-08-09 19:45:00,46326.78,45863.51,47253.32,45863.51,0.051737,-23.97,4.77,-28.74,5,stop_loss
LONG,resistance,2021-08-09 20:15:00,2021-08-09 20:30:00,46274.75,45812.0,47200.24,45812.0,0.051639,-23.9,4.76,-28.65,1,stop_loss
LONG,resistance,2021-08-09 23:00:00,2021-08-10 00:30:00,46291.02,45828.11,47216.84,45828.11,0.051467,-23.82,4.74,-28.57,6,stop_loss
SHORT,support,2021-08-10 15:30:00,2021-08-10 20:45:00,45275.01,45727.76,44369.51,45727.76,0.052464,-23.75,4.77,-28.53,21,stop_loss
LONG,resistance,2021-08-11 06:15:00,2021-08-11 23:45:00,45980.5,45520.7,46900.11,45520.7,0.051504,-23.68,4.71,-28.39,70,stop_loss
SHORT,support,2021-08-12 05:00:00,2021-08-12 12:15:00,45378.62,44471.05,44471.05,45832.41,0.05203,47.22,4.67,42.55,29,take_profit
SHORT,support,2021-08-12 12:15:00,2021-08-13 01:30:00,44449.99,44894.49,43560.99,44894.49,0.053357,-23.72,4.77,-28.48,53,stop_loss
LONG,resistance,2021-08-13 07:00:00,2021-08-13 20:00:00,46159.99,47083.19,47083.19,45698.39,0.051226,47.29,4.78,42.52,52,take_profit
LONG,resistance,2021-08-13 20:00:00,2021-08-14 09:45:00,47598.64,47122.65,48550.61,47122.65,0.049901,-23.75,4.73,-28.48,55,stop_loss
LONG,resistance,2021-08-14 09:45:00,2021-08-14 10:15:00,46993.74,46523.8,47933.61,46523.8,0.050392,-23.68,4.71,-28.39,2,stop_loss
SHORT,support,2021-08-14 10:45:00,2021-08-14 14:15:00,46308.15,46771.23,45381.99,46771.23,0.050984,-23.61,4.75,-28.36,14,stop_loss
SHORT,support,2021-08-15 07:45:00,2021-08-15 14:00:00,45742.92,46200.35,44828.06,46200.35,0.051459,-23.54,4.73,-28.27,25,stop_loss
LONG,resistance,2021-08-15 23:00:00,2021-08-16 13:30:00,47190.28,46718.38,48134.09,46718.38,0.049731,-23.47,4.67,-28.14,58,stop_loss
SHORT,support,2021-08-16 20:00:00,2021-08-16 22:00:00,45850.01,46308.51,44933.01,46308.51,0.051032,-23.4,4.7,-28.1,8,stop_loss
SHORT,support,2021-08-16 23:15:00,2021-08-17 01:45:00,45909.29,46368.38,44991.1,46368.38,0.050813,-23.33,4.69,-28.02,10,stop_loss
SHORT,support,2021-08-17 19:45:00,2021-08-17 20:30:00,45465.01,44555.71,44555.71,45919.66,0.051155,46.52,4.61,41.91,3,take_profit
SHORT,support,2021-08-17 20:30:00,2021-08-18 05:15:00,44876.96,45325.73,43979.42,45325.73,0.052059,-23.36,4.7,-28.06,35,stop_loss
SHORT,support,2021-08-19 03:00:00,2021-08-19 08:00:00,44294.75,44737.7,43408.86,44737.7,0.052585,-23.29,4.68,-27.97,20,stop_loss
LONG,resistance,2021-08-19 16:00:00,2021-08-19 18:15:00,45609.82,46522.02,46522.02,45153.72,0.050915,46.44,4.69,41.75,9,take_profit
LONG,resistance,2021-08-19 18:15:00,2021-08-20 00:15:00,46365.0,47292.3,47292.3,45901.35,0.050311,46.65,4.71,41.94,24,take_profit
LONG,resistance,2021-08-20 00:15:00,2021-08-20 07:45:00,47258.16,46785.58,48203.32,46785.58,0.049582,-23.43,4.66,-28.09,30,stop_loss
LONG,resistance,2021-08-20 09:45:00,2021-08-20 14:30:00,47209.33,48153.52,48153.52,46737.24,0.049485,46.72,4.72,42.0,19,take_profit
LONG,resistance,2021-08-20 14:30:00,2021-08-20 21:45:00,48360.56,49327.77,49327.77,47876.95,0.048524,46.93,4.74,42.19,29,take_profit
LONG,resistance,2021-08-20 21:45:00,2021-08-21 00:15:00,49322.96,48829.73,50309.42,48829.73,0.047791,-23.57,4.69,-28.26,10,stop_loss
LONG,resistance,2021-08-21 10:45:00,2021-08-21 11:00:00,49300.01,48807.01,50286.01,48807.01,0.04767,-23.5,4.68,-28.18,1,stop_loss
LONG,resistance,2021-08-21 11:00:00,2021-08-21 16:15:00,48459.47,49428.66,49428.66,47974.88,0.048351,46.86,4.73,42.13,21,take_profit
LONG,resistance,2021-08-21 16:15:00,2021-08-21 19:15:00,49574.04,49078.3,50565.52,49078.3,0.047477,-23.54,4.68,-28.22,12,stop_loss
SHORT,support,2021-08-22 14:30:00,2021-08-22 22:45:00,48630.91,49117.22,47658.29,49117.22,0.048252,-23.47,4.72,-28.18,33,stop_loss
LONG,resistance,2021-08-22 23:00:00,2021-08-23 03:30:00,49332.53,50319.18,50319.18,48839.2,0.047423,46.79,4.73,42.06,18,take_profit
LONG,resistance,2021-08-23 03:30:00,2021-08-23 14:30:00,50275.3,49772.55,51280.81,49772.55,0.046743,-23.5,4.68,-28.18,44,stop_loss
SHORT,support,2021-08-24 00:45:00,2021-08-24 06:30:00,49221.81,49714.03,48237.37,49714.03,0.047601,-23.43,4.71,-28.14,23,stop_loss
SHORT,support,2021-08-24 13:15:00,2021-08-24 16:15:00,48819.39,47843.0,47843.0,49307.58,0.047849,46.72,4.63,42.09,12,take_profit
SHORT,support,2021-08-24 16:15:00,2021-08-25 06:00:00,48109.32,48590.41,47147.13,48590.41,0.048774,-23.46,4.72,-28.18,55,stop_loss
SHORT,support,2021-08-25 08:30:00,2021-08-25 14:15:00,47550.77,48026.28,46599.75,48026.28,0.049199,-23.39,4.7,-28.1,23,stop_loss
LONG,resistance,2021-08-25 15:45:00,2021-08-26 03:00:00,48822.49,48334.27,49798.94,48334.27,0.047773,-23.32,4.64,-27.97,45,stop_loss
SHORT,support,2021-08-26 05:30:00,2021-08-27 01:00:00,47023.1,47493.33,46082.64,47493.33,0.049453,-23.25,4.67,-27.93,78,stop_loss
LONG,resistance,2021-08-27 10:45:00,2021-08-27 15:00:00,47429.78,48378.38,48378.38,46955.48,0.048881,46.37,4.68,41.69,17,take_profit
LONG,resistance,2021-08-27 15:00:00,2021-08-29 00:45:00,48353.2,49320.26,49320.26,47869.67,0.048163,46.58,4.7,41.87,135,take_profit
LONG,resistance,2021-08-29 00:45:00,2021-08-29 02:30:00,49560.71,49065.1,50551.92,49065.1,0.047201,-23.39,4.66,-28.05,7,stop_loss
SHORT,support,2021-08-29 02:45:00,2021-08-29 22:00:00,48580.08,49065.88,47608.48,49065.88,0.04801,-23.32,4.69,-28.01,77,stop_loss
SHORT,support,2021-08-30 03:45:00,2021-08-30 18:45:00,47964.04,48443.68,47004.76,48443.68,0.04848,-23.25,4.67,-27.93,60,stop_loss
SHORT,support,2021-08-30 23:00:00,2021-08-30 23:30:00,47406.55,47880.62,46458.42,47880.62,0.048903,-23.18,4.66,-27.84,2,stop_loss
SHORT,support,2021-08-30 23:30:00,2021-08-31 07:30:00,47014.22,47484.36,46073.94,47484.36,0.049163,-23.11,4.65,-27.76,32,stop_loss
SHORT,support,2021-08-31 22:15:00,2021-08-31 23:30:00,46856.61,47325.18,45919.48,47325.18,0.04918,-23.04,4.63,-27.68,5,stop_loss
SHORT,support,2021-09-01 00:45:00,2021-09-01 04:00:00,46754.74,47222.29,45819.65,47222.29,0.04914,-22.98,4.62,-27.59,13,stop_loss
LONG,resistance,2021-09-01 16:30:00,2021-09-02 01:30:00,48255.76,49220.88,49220.88,47773.2,0.047468,45.81,4.63,41.19,36,take_profit
LONG,resistance,2021-09-02 01:30:00,2021-09-03 00:30:00,49550.04,49054.54,50541.04,49054.54,0.046436,-23.01,4.58,-27.59,92,stop_loss
SHORT,support,2021-09-03 00:30:00,2021-09-03 02:15:00,48600.01,49086.01,47628.01,49086.01,0.047202,-22.94,4.61,-27.55,7,stop_loss
LONG,resistance,2021-09-03 10:30:00,2021-09-03 10:45:00,50352.41,49848.89,51359.46,49848.89,0.045422,-22.87,4.55,-27.42,1,stop_loss
LONG,resistance,2021-09-03 10:45:00,2021-09-03 12:30:00,49856.66,50853.79,50853.79,49358.09,0.045736,45.61,4.61,41.0,7,take_profit
LONG,resistance,2021-09-03 12:30:00,2021-09-03 20:15:00,50700.79,50193.78,51714.81,50193.78,0.045177,-22.91,4.56,-27.46,31,stop_loss
SHORT,support,2021-09-04 17:00:00,2021-09-04 20:00:00,49684.62,50181.47,48690.93,50181.47,0.045963,-22.84,4.59,-27.43,12,stop_loss
SHORT,support,2021-09-05 06:15:00,2021-09-05 08:45:00,49656.27,50152.83,48663.14,50152.83,0.045851,-22.77,4.58,-27.34,10,stop_loss
LONG,resistance,2021-09-05 11:15:00,2021-09-05 20:30:00,50006.74,51006.87,51006.87,49506.67,0.045393,45.4,4.59,40.81,37,take_profit
LONG,resistance,2021-09-05 20:30:00,2021-09-06 01:15:00,50911.17,51929.39,51929.39,50402.06,0.044787,45.6,4.61,41.0,19,take_profit
