asset,direction,signal_type,entry_date,exit_date,entry_price,exit_price,size,pnl_gross,cost,pnl_net,bars_held,exit_reason
BTC-Binance,LONG,pullback,2017-09-07 17:00:00,2017-09-07 17:10:00,4749.89,4711.962,4.174828,-158.34,39.5,-197.84,2,stop_loss
BTC-Binance,SHORT,pullback,2017-09-10 13:55:00,2017-09-10 14:00:00,4073.0,4088.9765,4.858926,-77.63,39.66,-117.29,1,stop_loss
BTC-Binance,SHORT,pullback,2017-09-13 11:40:00,2017-09-13 13:15:00,3820.16,3940.9441,5.174377,-624.98,40.16,-665.14,19,stop_loss
BTC-Binance,SHORT,pullback,2017-09-14 04:25:00,2017-09-14 04:40:00,3818.03,3874.4413,5.142421,-290.09,39.56,-329.65,3,stop_loss
BTC-Binance,SHORT,pullback,2017-09-14 22:55:00,2017-09-15 00:25:00,3311.01,3311.01,5.909976,0.0,39.14,-39.14,18,stop_loss
BTC-Binance,SHORT,pullback,2017-09-15 08:55:00,2017-09-15 09:00:00,3110.0,3139.5842,6.289441,-186.07,39.31,-225.37,1,stop_loss
BTC-Binance,LONG,pullback,2017-09-18 04:15:00,2017-09-18 04:20:00,3839.97,3829.373,5.082094,-53.86,38.98,-92.83,1,stop_loss
BTC-Binance,LONG,pullback,2017-09-18 12:10:00,2017-09-18 14:30:00,3960.0,4080.0,4.923364,590.8,39.58,551.22,28,ma_cross
BTC-Binance,LONG,pullback,2017-09-18 23:10:00,2017-09-19 00:45:00,4050.0,4007.0874,4.841176,-207.75,39.01,-246.75,19,stop_loss
BTC-Binance,SHORT,pullback,2017-09-21 02:25:00,2017-09-21 04:25:00,3879.76,3850.0,5.040882,150.02,38.96,111.05,24,ma_cross
BTC-Binance,SHORT,pullback,2017-09-21 17:40:00,2017-09-21 20:35:00,3668.88,3640.0,5.336676,154.12,39.01,115.12,35,ma_cross
BTC-Binance,LONG,pullback,2017-09-25 04:05:00,2017-09-25 06:00:00,3763.27,3763.27,5.20894,0.0,39.21,-39.21,23,stop_loss
BTC-Binance,LONG,pullback,2017-09-25 06:00:00,2017-09-25 06:05:00,3770.0,3753.8262,5.197561,-84.06,39.11,-123.17,1,stop_loss
BTC-Binance,LONG,pullback,2017-09-27 12:40:00,2017-09-27 13:00:00,4097.8,4080.5875,4.775775,-82.2,39.06,-121.26,4,stop_loss
BTC-Binance,LONG,pullback,2017-09-27 18:10:00,2017-09-27 20:25:00,4111.52,4171.0,4.75394,282.76,39.37,243.39,27,ma_cross
BTC-Binance,LONG,pullback,2017-09-27 23:45:00,2017-09-28 00:55:00,4192.0,4157.1622,4.674284,-162.84,39.03,-201.87,14,stop_loss
BTC-Binance,LONG,pullback,2017-09-28 06:20:00,2017-09-28 09:10:00,4248.0,4251.11,4.60316,14.32,39.12,-24.81,34,ma_cross
BTC-Binance,LONG,pullback,2017-10-01 00:00:00,2017-10-01 01:05:00,4378.49,4336.2197,4.464841,-188.73,38.91,-227.64,13,stop_loss
BTC-Binance,LONG,pullback,2017-10-01 11:55:00,2017-10-01 12:20:00,4332.01,4294.4386,4.502237,-169.16,38.84,-207.99,5,stop_loss
BTC-Binance,LONG,pullback,2017-10-02 00:20:00,2017-10-02 02:40:00,4380.05,4420.0,4.44336,177.51,39.1,138.41,28,ma_cross
BTC-Binance,SHORT,pullback,2017-10-04 14:25:00,2017-10-04 14:45:00,4181.33,4201.914,4.661153,-95.95,39.08,-135.02,4,stop_loss
BTC-Binance,SHORT,pullback,2017-10-04 19:55:00,2017-10-04 21:10:00,4156.24,4183.1674,4.682794,-126.1,39.05,-165.15,15,stop_loss
BTC-Binance,LONG,pullback,2017-10-06 04:55:00,2017-10-06 07:35:00,4315.57,4385.82,4.502252,316.28,39.18,277.11,32,ma_cross
BTC-Binance,LONG,pullback,2017-10-08 07:40:00,2017-10-08 09:45:00,4458.99,4455.56,4.36987,-14.99,38.96,-53.94,25,ma_cross
BTC-Binance,LONG,pullback,2017-10-08 17:05:00,2017-10-08 18:40:00,4580.0,4558.7258,4.252056,-90.46,38.86,-129.32,19,stop_loss
BTC-Binance,LONG,pullback,2017-10-08 23:25:00,2017-10-09 00:20:00,4620.01,4620.01,4.209635,0.0,38.9,-38.9,11,stop_loss
BTC-Binance,LONG,pullback,2017-10-09 04:20:00,2017-10-09 04:40:00,4639.5,4639.5,4.190274,0.0,38.88,-38.88,4,stop_loss
BTC-Binance,LONG,pullback,2017-10-09 09:45:00,2017-10-09 13:10:00,4590.99,4617.01,4.232856,110.14,38.98,71.16,41,ma_cross
BTC-Binance,LONG,pullback,2017-10-09 20:15:00,2017-10-09 22:15:00,4801.26,4785.81,4.050443,-62.58,38.83,-101.41,24,ma_cross
BTC-Binance,LONG,pullback,2017-10-10 13:50:00,2017-10-10 14:15:00,4829.98,4829.98,4.022159,0.0,38.85,-38.85,5,stop_loss
BTC-Binance,LONG,pullback,2017-10-10 18:50:00,2017-10-10 18:55:00,4923.61,4905.0525,3.944094,-73.19,38.77,-111.96,1,stop_loss
BTC-Binance,LONG,pullback,2017-10-12 17:20:00,2017-10-12 18:00:00,5286.01,5286.01,3.669457,0.0,38.79,-38.79,8,stop_loss
BTC-Binance,LONG,pullback,2017-10-13 01:10:00,2017-10-13 03:30:00,5443.74,5641.0,3.561711,702.58,39.48,663.1,28,ma_cross
BTC-Binance,LONG,pullback,2017-10-14 18:10:00,2017-10-14 18:20:00,5765.03,5741.465,3.386218,-79.8,38.96,-118.76,2,stop_loss
BTC-Binance,LONG,pullback,2017-10-15 01:25:00,2017-10-15 03:20:00,5872.98,5872.98,3.319932,0.0,39.0,-39.0,23,stop_loss
BTC-Binance,LONG,pullback,2017-10-16 12:55:00,2017-10-16 13:30:00,5744.91,5704.3408,3.392585,-137.63,38.84,-176.48,7,stop_loss
BTC-Binance,SHORT,pullback,2017-10-17 13:00:00,2017-10-17 15:10:00,5567.52,5599.98,3.494339,-113.43,39.02,-152.45,26,ma_cross
BTC-Binance,LONG,pullback,2017-10-19 22:00:00,2017-10-20 00:10:00,5681.03,5665.06,3.419153,-54.6,38.79,-93.4,26,ma_cross
BTC-Binance,SHORT,pullback,2017-10-24 13:55:00,2017-10-24 15:55:00,5647.94,5637.96,3.435878,34.29,38.78,-4.49,24,ma_cross
BTC-Binance,SHORT,pullback,2017-10-24 23:25:00,2017-10-24 23:55:00,5497.24,5497.24,3.529905,0.0,38.81,-38.81,6,stop_loss
BTC-Binance,SHORT,pullback,2017-10-25 00:55:00,2017-10-25 03:05:00,5476.13,5391.03,3.542095,301.43,38.49,262.94,26,ma_cross
BTC-Binance,SHORT,pullback,2017-10-25 05:45:00,2017-10-25 07:25:00,5435.07,5512.0523,3.57853,-275.48,39.17,-314.66,20,stop_loss
BTC-Binance,SHORT,pullback,2017-10-25 18:35:00,2017-10-25 19:50:00,5500.11,5530.0337,3.524771,-105.47,38.88,-144.35,15,stop_loss
BTC-Binance,LONG,pullback,2017-10-27 02:25:00,2017-10-27 03:15:00,5939.39,5897.5632,3.259217,-136.32,38.58,-174.9,10,stop_loss
BTC-Binance,LONG,pullback,2017-10-30 03:30:00,2017-10-30 05:40:00,6148.9,6147.98,3.142477,-2.89,38.64,-41.53,26,ma_cross
BTC-Binance,LONG,pullback,2017-10-31 05:50:00,2017-10-31 06:45:00,6160.02,6134.7169,3.135456,-79.34,38.55,-117.89,11,stop_loss
BTC-Binance,LONG,pullback,2017-10-31 13:00:00,2017-10-31 15:55:00,6209.99,6371.28,3.106429,501.04,39.08,461.95,35,ma_cross
BTC-Binance,LONG,pullback,2017-10-31 23:40:00,2017-11-01 00:55:00,6432.91,6380.4793,3.013144,-157.98,38.61,-196.59,15,stop_loss
BTC-Binance,LONG,pullback,2017-11-01 01:00:00,2017-11-01 03:25:00,6395.01,6437.26,3.024853,127.8,38.82,88.98,29,ma_cross
BTC-Binance,LONG,pullback,2017-11-03 13:15:00,2017-11-03 13:20:00,7218.96,7177.3407,2.682071,-111.63,38.61,-150.24,1,stop_loss
BTC-Binance,LONG,pullback,2017-11-05 02:45:00,2017-11-05 05:05:00,7379.98,7402.02,2.619481,57.73,38.72,19.01,28,ma_cross
BTC-Binance,LONG,pullback,2017-11-05 11:15:00,2017-11-05 14:05:00,7406.24,7510.19,2.610707,271.38,38.94,232.44,34,ma_cross
BTC-Binance,SHORT,pullback,2017-11-11 07:05:00,2017-11-11 08:30:00,6653.98,6653.98,2.912844,0.0,38.76,-38.76,17,stop_loss
